state,race,gender,age_bin,year,population
WI,Asian/Pacific Islander,Male,85+,2017,309
WI,Asian/Pacific Islander,Male,85+,2018,333
WI,Asian/Pacific Islander,Male,85+,2019,369
WI,Asian/Pacific Islander,Male,85+,2020,423
WI,Asian/Pacific Islander,Female,0-14,2010,23161
WI,Asian/Pacific Islander,Female,0-14,2011,23659
WI,Asian/Pacific Islander,Female,0-14,2012,24284
WI,Asian/Pacific Islander,Female,0-14,2013,25160
WI,Asian/Pacific Islander,Female,0-14,2014,25815
WI,Asian/Pacific Islander,Female,0-14,2015,26418
WI,Asian/Pacific Islander,Female,0-14,2016,26877
WI,Asian/Pacific Islander,Female,0-14,2017,27414
WI,Asian/Pacific Islander,Female,0-14,2018,27542
WI,Asian/Pacific Islander,Female,0-14,2019,27757
WI,Asian/Pacific Islander,Female,0-14,2020,27756
WI,Asian/Pacific Islander,Female,15-24,2010,15826
WI,Asian/Pacific Islander,Female,15-24,2011,16224
WI,Asian/Pacific Islander,Female,15-24,2012,16650
WI,Asian/Pacific Islander,Female,15-24,2013,17431
WI,Asian/Pacific Islander,Female,15-24,2014,17955
WI,Asian/Pacific Islander,Female,15-24,2015,18439
WI,Asian/Pacific Islander,Female,15-24,2016,18714
WI,Asian/Pacific Islander,Female,15-24,2017,18821
WI,Asian/Pacific Islander,Female,15-24,2018,18498
WI,Asian/Pacific Islander,Female,15-24,2019,18573
WI,Asian/Pacific Islander,Female,15-24,2020,18790
WI,Asian/Pacific Islander,Female,25-34,2010,14110
WI,Asian/Pacific Islander,Female,25-34,2011,14980
WI,Asian/Pacific Islander,Female,25-34,2012,15834
WI,Asian/Pacific Islander,Female,25-34,2013,16622
WI,Asian/Pacific Islander,Female,25-34,2014,17530
WI,Asian/Pacific Islander,Female,25-34,2015,18546
WI,Asian/Pacific Islander,Female,25-34,2016,19523
WI,Asian/Pacific Islander,Female,25-34,2017,20395
WI,Asian/Pacific Islander,Female,25-34,2018,20660
WI,Asian/Pacific Islander,Female,25-34,2019,21036
WI,Asian/Pacific Islander,Female,25-34,2020,21005
WI,Asian/Pacific Islander,Female,35-54,2010,17347
WI,Asian/Pacific Islander,Female,35-54,2011,18058
WI,Asian/Pacific Islander,Female,35-54,2012,18834
WI,Asian/Pacific Islander,Female,35-54,2013,19800
WI,Asian/Pacific Islander,Female,35-54,2014,20730
WI,Asian/Pacific Islander,Female,35-54,2015,21681
WI,Asian/Pacific Islander,Female,35-54,2016,22561
WI,Asian/Pacific Islander,Female,35-54,2017,23686
WI,Asian/Pacific Islander,Female,35-54,2018,24592
WI,Asian/Pacific Islander,Female,35-54,2019,25677
WI,Asian/Pacific Islander,Female,35-54,2020,26734
WI,Asian/Pacific Islander,Female,55-84,2010,8019
WI,Asian/Pacific Islander,Female,55-84,2011,8517
WI,Asian/Pacific Islander,Female,55-84,2012,9029
WI,Asian/Pacific Islander,Female,55-84,2013,9625
WI,Asian/Pacific Islander,Female,55-84,2014,10210
WI,Asian/Pacific Islander,Female,55-84,2015,10774
WI,Asian/Pacific Islander,Female,55-84,2016,11340
WI,Asian/Pacific Islander,Female,55-84,2017,11936
WI,Asian/Pacific Islander,Female,55-84,2018,12503
WI,Asian/Pacific Islander,Female,55-84,2019,13155
WI,Asian/Pacific Islander,Female,55-84,2020,13880
WI,Asian/Pacific Islander,Female,85+,2010,414
WI,Asian/Pacific Islander,Female,85+,2011,454
WI,Asian/Pacific Islander,Female,85+,2012,478
WI,Asian/Pacific Islander,Female,85+,2013,509
WI,Asian/Pacific Islander,Female,85+,2014,546
WI,Asian/Pacific Islander,Female,85+,2015,615
WI,Asian/Pacific Islander,Female,85+,2016,673
WI,Asian/Pacific Islander,Female,85+,2017,690
WI,Asian/Pacific Islander,Female,85+,2018,718
WI,Asian/Pacific Islander,Female,85+,2019,751
WI,Asian/Pacific Islander,Female,85+,2020,799
WI,European-American/White,Male,0-14,2010,429858
WI,European-American/White,Male,0-14,2011,425037
WI,European-American/White,Male,0-14,2012,420492
WI,European-American/White,Male,0-14,2013,415646
WI,European-American/White,Male,0-14,2014,411190
WI,European-American/White,Male,0-14,2015,406059
WI,European-American/White,Male,0-14,2016,401655
WI,European-American/White,Male,0-14,2017,398231
WI,European-American/White,Male,0-14,2018,394163
WI,European-American/White,Male,0-14,2019,390266
WI,European-American/White,Male,0-14,2020,386825
WI,European-American/White,Male,15-24,2010,317979
WI,European-American/White,Male,15-24,2011,316761
WI,European-American/White,Male,15-24,2012,315934
WI,European-American/White,Male,15-24,2013,315801
WI,European-American/White,Male,15-24,2014,315366
WI,European-American/White,Male,15-24,2015,314593
WI,European-American/White,Male,15-24,2016,312089
WI,European-American/White,Male,15-24,2017,307630
WI,European-American/White,Male,15-24,2018,303798
WI,European-American/White,Male,15-24,2019,301242
WI,European-American/White,Male,15-24,2020,298671
WI,European-American/White,Male,25-34,2010,293456
WI,European-American/White,Male,25-34,2011,295005
WI,European-American/White,Male,25-34,2012,295037
WI,European-American/White,Male,25-34,2013,294895
WI,European-American/White,Male,25-34,2014,293975
WI,European-American/White,Male,25-34,2015,291616
WI,European-American/White,Male,25-34,2016,290490
WI,European-American/White,Male,25-34,2017,291441
WI,European-American/White,Male,25-34,2018,293073
WI,European-American/White,Male,25-34,2019,294360
WI,European-American/White,Male,25-34,2020,293736
WI,European-American/White,Male,35-54,2010,694544
WI,European-American/White,Male,35-54,2011,681279
WI,European-American/White,Male,35-54,2012,667796
WI,European-American/White,Male,35-54,2013,654759
WI,European-American/White,Male,35-54,2014,642373
WI,European-American/White,Male,35-54,2015,631235
WI,European-American/White,Male,35-54,2016,620224
WI,European-American/White,Male,35-54,2017,611415
WI,European-American/White,Male,35-54,2018,603237
WI,European-American/White,Male,35-54,2019,594997
WI,European-American/White,Male,35-54,2020,588998
WI,European-American/White,Male,55-84,2010,610511
WI,European-American/White,Male,55-84,2011,627500
WI,European-American/White,Male,55-84,2012,645250
WI,European-American/White,Male,55-84,2013,663253
WI,European-American/White,Male,55-84,2014,681062
WI,European-American/White,Male,55-84,2015,697884
WI,European-American/White,Male,55-84,2016,714807
WI,European-American/White,Male,55-84,2017,730693
WI,European-American/White,Male,55-84,2018,745872
WI,European-American/White,Male,55-84,2019,760523
WI,European-American/White,Male,55-84,2020,772096
WI,European-American/White,Male,85+,2010,36684
WI,European-American/White,Male,85+,2011,37753
WI,European-American/White,Male,85+,2012,39217
WI,European-American/White,Male,85+,2013,40199
WI,European-American/White,Male,85+,2014,41167
WI,European-American/White,Male,85+,2015,41925
WI,European-American/White,Male,85+,2016,42385
WI,European-American/White,Male,85+,2017,42801
WI,European-American/White,Male,85+,2018,42650
WI,European-American/White,Male,85+,2019,42646
WI,European-American/White,Male,85+,2020,42871
WI,European-American/White,Female,0-14,2010,408602
WI,European-American/White,Female,0-14,2011,403988
WI,European-American/White,Female,0-14,2012,399295
WI,European-American/White,Female,0-14,2013,394988
WI,European-American/White,Female,0-14,2014,390272
WI,European-American/White,Female,0-14,2015,385431
WI,European-American/White,Female,0-14,2016,381188
WI,European-American/White,Female,0-14,2017,378239
WI,European-American/White,Female,0-14,2018,374137
WI,European-American/White,Female,0-14,2019,370658
WI,European-American/White,Female,0-14,2020,367242
WI,European-American/White,Female,15-24,2010,306313
WI,European-American/White,Female,15-24,2011,304387
WI,European-American/White,Female,15-24,2012,304275
WI,European-American/White,Female,15-24,2013,304735
WI,European-American/White,Female,15-24,2014,305271
WI,European-American/White,Female,15-24,2015,304530
WI,European-American/White,Female,15-24,2016,302534
WI,European-American/White,Female,15-24,2017,298718
WI,European-American/White,Female,15-24,2018,294960
WI,European-American/White,Female,15-24,2019,291916
WI,European-American/White,Female,15-24,2020,290200
WI,European-American/White,Female,25-34,2010,284479
WI,European-American/White,Female,25-34,2011,286459
WI,European-American/White,Female,25-34,2012,285769
WI,European-American/White,Female,25-34,2013,284558
WI,European-American/White,Female,25-34,2014,282535
WI,European-American/White,Female,25-34,2015,279054
WI,European-American/White,Female,25-34,2016,277252
WI,European-American/White,Female,25-34,2017,277075
WI,European-American/White,Female,25-34,2018,277029
WI,European-American/White,Female,25-34,2019,277621
WI,European-American/White,Female,25-34,2020,275510
WI,European-American/White,Female,35-54,2010,689193
WI,European-American/White,Female,35-54,2011,676090
WI,European-American/White,Female,35-54,2012,662294
WI,European-American/White,Female,35-54,2013,649359
WI,European-American/White,Female,35-54,2014,636550
WI,European-American/White,Female,35-54,2015,624511
WI,European-American/White,Female,35-54,2016,611889
WI,European-American/White,Female,35-54,2017,602437
WI,European-American/White,Female,35-54,2018,593942
WI,European-American/White,Female,35-54,2019,585465
WI,European-American/White,Female,35-54,2020,578860
WI,European-American/White,Female,55-84,2010,663313
WI,European-American/White,Female,55-84,2011,678481
WI,European-American/White,Female,55-84,2012,694561
WI,European-American/White,Female,55-84,2013,711488
WI,European-American/White,Female,55-84,2014,727833
WI,European-American/White,Female,55-84,2015,743874
WI,European-American/White,Female,55-84,2016,761027
WI,European-American/White,Female,55-84,2017,777504
WI,European-American/White,Female,55-84,2018,793351
WI,European-American/White,Female,55-84,2019,808957
WI,European-American/White,Female,55-84,2020,821444
WI,European-American/White,Female,85+,2010,79175
WI,European-American/White,Female,85+,2011,79586
WI,European-American/White,Female,85+,2012,80533
WI,European-American/White,Female,85+,2013,80809
WI,European-American/White,Female,85+,2014,81298
WI,European-American/White,Female,85+,2015,81135
WI,European-American/White,Female,85+,2016,81000
WI,European-American/White,Female,85+,2017,80216
WI,European-American/White,Female,85+,2018,79081
WI,European-American/White,Female,85+,2019,78037
WI,European-American/White,Female,85+,2020,77133
WI,Hispanic/Latino,Male,0-14,2010,64007
WI,Hispanic/Latino,Male,0-14,2011,65607
WI,Hispanic/Latino,Male,0-14,2012,67279
WI,Hispanic/Latino,Male,0-14,2013,68698
WI,Hispanic/Latino,Male,0-14,2014,69580
WI,Hispanic/Latino,Male,0-14,2015,70473
WI,Hispanic/Latino,Male,0-14,2016,71240
WI,Hispanic/Latino,Male,0-14,2017,72085
WI,Hispanic/Latino,Male,0-14,2018,73150
WI,Hispanic/Latino,Male,0-14,2019,73189
WI,Hispanic/Latino,Male,0-14,2020,72690
WI,Hispanic/Latino,Male,15-24,2010,32798
WI,Hispanic/Latino,Male,15-24,2011,32740
WI,Hispanic/Latino,Male,15-24,2012,33229
WI,Hispanic/Latino,Male,15-24,2013,33571
WI,Hispanic/Latino,Male,15-24,2014,34352
WI,Hispanic/Latino,Male,15-24,2015,35418
WI,Hispanic/Latino,Male,15-24,2016,36834
WI,Hispanic/Latino,Male,15-24,2017,37985
WI,Hispanic/Latino,Male,15-24,2018,39513
WI,Hispanic/Latino,Male,15-24,2019,40693
WI,Hispanic/Latino,Male,15-24,2020,42020
WI,Hispanic/Latino,Male,25-34,2010,34131
WI,Hispanic/Latino,Male,25-34,2011,33927
WI,Hispanic/Latino,Male,25-34,2012,33671
WI,Hispanic/Latino,Male,25-34,2013,33277
WI,Hispanic/Latino,Male,25-34,2014,32996
WI,Hispanic/Latino,Male,25-34,2015,32368
WI,Hispanic/Latino,Male,25-34,2016,32330
WI,Hispanic/Latino,Male,25-34,2017,32441
WI,Hispanic/Latino,Male,25-34,2018,33038
WI,Hispanic/Latino,Male,25-34,2019,33256
WI,Hispanic/Latino,Male,25-34,2020,33490
WI,Hispanic/Latino,Male,35-54,2010,40583
WI,Hispanic/Latino,Male,35-54,2011,42156
WI,Hispanic/Latino,Male,35-54,2012,43738
WI,Hispanic/Latino,Male,35-54,2013,45312
WI,Hispanic/Latino,Male,35-54,2014,46677
WI,Hispanic/Latino,Male,35-54,2015,48645
WI,Hispanic/Latino,Male,35-54,2016,50243
WI,Hispanic/Latino,Male,35-54,2017,51822
WI,Hispanic/Latino,Male,35-54,2018,53757
WI,Hispanic/Latino,Male,35-54,2019,55129
WI,Hispanic/Latino,Male,35-54,2020,56537
WI,Hispanic/Latino,Male,55-84,2010,11918
WI,Hispanic/Latino,Male,55-84,2011,12870
WI,Hispanic/Latino,Male,55-84,2012,13900
WI,Hispanic/Latino,Male,55-84,2013,14923
WI,Hispanic/Latino,Male,55-84,2014,15931
WI,Hispanic/Latino,Male,55-84,2015,17047
WI,Hispanic/Latino,Male,55-84,2016,18225
WI,Hispanic/Latino,Male,55-84,2017,19386
WI,Hispanic/Latino,Male,55-84,2018,20665
WI,Hispanic/Latino,Male,55-84,2019,21991
WI,Hispanic/Latino,Male,55-84,2020,23313
WI,Hispanic/Latino,Male,85+,2010,312
WI,Hispanic/Latino,Male,85+,2011,350
WI,Hispanic/Latino,Male,85+,2012,378
WI,Hispanic/Latino,Male,85+,2013,436
WI,Hispanic/Latino,Male,85+,2014,513
WI,Hispanic/Latino,Male,85+,2015,561
WI,Hispanic/Latino,Male,85+,2016,635
WI,Hispanic/Latino,Male,85+,2017,694
WI,Hispanic/Latino,Male,85+,2018,736
WI,Hispanic/Latino,Male,85+,2019,775
WI,Hispanic/Latino,Male,85+,2020,841
WI,Hispanic/Latino,Female,0-14,2010,61401
WI,Hispanic/Latino,Female,0-14,2011,63084
WI,Hispanic/Latino,Female,0-14,2012,64672
WI,Hispanic/Latino,Female,0-14,2013,65767
WI,Hispanic/Latino,Female,0-14,2014,66758
WI,Hispanic/Latino,Female,0-14,2015,67630
WI,Hispanic/Latino,Female,0-14,2016,68621
WI,Hispanic/Latino,Female,0-14,2017,69530
WI,Hispanic/Latino,Female,0-14,2018,70652
WI,Hispanic/Latino,Female,0-14,2019,70755
WI,Hispanic/Latino,Female,0-14,2020,70329
WI,Hispanic/Latino,Female,15-24,2010,29111
WI,Hispanic/Latino,Female,15-24,2011,29732
WI,Hispanic/Latino,Female,15-24,2012,30687
WI,Hispanic/Latino,Female,15-24,2013,31698
WI,Hispanic/Latino,Female,15-24,2014,32657
WI,Hispanic/Latino,Female,15-24,2015,33802
WI,Hispanic/Latino,Female,15-24,2016,35192
WI,Hispanic/Latino,Female,15-24,2017,36479
WI,Hispanic/Latino,Female,15-24,2018,38016
WI,Hispanic/Latino,Female,15-24,2019,39170
WI,Hispanic/Latino,Female,15-24,2020,40454
WI,Hispanic/Latino,Female,25-34,2010,28726
WI,Hispanic/Latino,Female,25-34,2011,28946
WI,Hispanic/Latino,Female,25-34,2012,28913
WI,Hispanic/Latino,Female,25-34,2013,28865
WI,Hispanic/Latino,Female,25-34,2014,28777
WI,Hispanic/Latino,Female,25-34,2015,28756
WI,Hispanic/Latino,Female,25-34,2016,28939
WI,Hispanic/Latino,Female,25-34,2017,29344
WI,Hispanic/Latino,Female,25-34,2018,30043
WI,Hispanic/Latino,Female,25-34,2019,30611
WI,Hispanic/Latino,Female,25-34,2020,30976
WI,Hispanic/Latino,Female,35-54,2010,35676
WI,Hispanic/Latino,Female,35-54,2011,37216
WI,Hispanic/Latino,Female,35-54,2012,38772
WI,Hispanic/Latino,Female,35-54,2013,40337
WI,Hispanic/Latino,Female,35-54,2014,41766
WI,Hispanic/Latino,Female,35-54,2015,43232
WI,Hispanic/Latino,Female,35-54,2016,44813
WI,Hispanic/Latino,Female,35-54,2017,46324
WI,Hispanic/Latino,Female,35-54,2018,48140
WI,Hispanic/Latino,Female,35-54,2019,49362
WI,Hispanic/Latino,Female,35-54,2020,50732
WI,Hispanic/Latino,Female,55-84,2010,12162
WI,Hispanic/Latino,Female,55-84,2011,13032
WI,Hispanic/Latino,Female,55-84,2012,13952
WI,Hispanic/Latino,Female,55-84,2013,14906
WI,Hispanic/Latino,Female,55-84,2014,15914
WI,Hispanic/Latino,Female,55-84,2015,16983
WI,Hispanic/Latino,Female,55-84,2016,18076
WI,Hispanic/Latino,Female,55-84,2017,19270
WI,Hispanic/Latino,Female,55-84,2018,20630
WI,Hispanic/Latino,Female,55-84,2019,21856
WI,Hispanic/Latino,Female,55-84,2020,23206
WI,Hispanic/Latino,Female,85+,2010,545
WI,Hispanic/Latino,Female,85+,2011,627
WI,Hispanic/Latino,Female,85+,2012,674
WI,Hispanic/Latino,Female,85+,2013,752
WI,Hispanic/Latino,Female,85+,2014,839
WI,Hispanic/Latino,Female,85+,2015,904
WI,Hispanic/Latino,Female,85+,2016,961
WI,Hispanic/Latino,Female,85+,2017,1031
WI,Hispanic/Latino,Female,85+,2018,1110
WI,Hispanic/Latino,Female,85+,2019,1206
WI,Hispanic/Latino,Female,85+,2020,1352
WI,Native American/Alaskan,Male,0-14,2010,10150
WI,Native American/Alaskan,Male,0-14,2011,10142
WI,Native American/Alaskan,Male,0-14,2012,10141
WI,Native American/Alaskan,Male,0-14,2013,10156
WI,Native American/Alaskan,Male,0-14,2014,10170
WI,Native American/Alaskan,Male,0-14,2015,10167
WI,Native American/Alaskan,Male,0-14,2016,10115
WI,Native American/Alaskan,Male,0-14,2017,10089
WI,Native American/Alaskan,Male,0-14,2018,10016
WI,Native American/Alaskan,Male,0-14,2019,9955
WI,Native American/Alaskan,Male,0-14,2020,9773
WI,Native American/Alaskan,Male,15-24,2010,6729
WI,Native American/Alaskan,Male,15-24,2011,6833
WI,Native American/Alaskan,Male,15-24,2012,6903
WI,Native American/Alaskan,Male,15-24,2013,6923
WI,Native American/Alaskan,Male,15-24,2014,6912
WI,Native American/Alaskan,Male,15-24,2015,6870
WI,Native American/Alaskan,Male,15-24,2016,6785
WI,Native American/Alaskan,Male,15-24,2017,6686
WI,Native American/Alaskan,Male,15-24,2018,6618
WI,Native American/Alaskan,Male,15-24,2019,6560
WI,Native American/Alaskan,Male,15-24,2020,6534
WI,Native American/Alaskan,Male,25-34,2010,5129
WI,Native American/Alaskan,Male,25-34,2011,5230
WI,Native American/Alaskan,Male,25-34,2012,5261
WI,Native American/Alaskan,Male,25-34,2013,5375
WI,Native American/Alaskan,Male,25-34,2014,5466
WI,Native American/Alaskan,Male,25-34,2015,5560
WI,Native American/Alaskan,Male,25-34,2016,5696
WI,Native American/Alaskan,Male,25-34,2017,5885
WI,Native American/Alaskan,Male,25-34,2018,6069
WI,Native American/Alaskan,Male,25-34,2019,6300
WI,Native American/Alaskan,Male,25-34,2020,6439
WI,Native American/Alaskan,Male,35-54,2010,9851
WI,Native American/Alaskan,Male,35-54,2011,9795
WI,Native American/Alaskan,Male,35-54,2012,9701
WI,Native American/Alaskan,Male,35-54,2013,9610
WI,Native American/Alaskan,Male,35-54,2014,9558
WI,Native American/Alaskan,Male,35-54,2015,9486
WI,Native American/Alaskan,Male,35-54,2016,9432
WI,Native American/Alaskan,Male,35-54,2017,9343
WI,Native American/Alaskan,Male,35-54,2018,9301
WI,Native American/Alaskan,Male,35-54,2019,9298
WI,Native American/Alaskan,Male,35-54,2020,9267
WI,Native American/Alaskan,Male,55-84,2010,5261
WI,Native American/Alaskan,Male,55-84,2011,5513
WI,Native American/Alaskan,Male,55-84,2012,5803
WI,Native American/Alaskan,Male,55-84,2013,6114
WI,Native American/Alaskan,Male,55-84,2014,6415
WI,Native American/Alaskan,Male,55-84,2015,6771
WI,Native American/Alaskan,Male,55-84,2016,7118
WI,Native American/Alaskan,Male,55-84,2017,7429
WI,Native American/Alaskan,Male,55-84,2018,7723
WI,Native American/Alaskan,Male,55-84,2019,7977
WI,Native American/Alaskan,Male,55-84,2020,8344
WI,Native American/Alaskan,Male,85+,2010,115
WI,Native American/Alaskan,Male,85+,2011,120
WI,Native American/Alaskan,Male,85+,2012,130
